created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Thu May 18 07:11:27 +0000 2023;1659094329208496000;1659094329208496128;"@tanyakanrl damai, tapi kalau selamanya sah2 aja ASAL TIDAK MENIKAHI ORG LAIN.\n3. Pembatalan pernikahan itu bukan utk kasus kdrt dan segala macamnya. Tapi hal2 lain yg terkait validitas materil dan formil perkawinan. Pengajuannya pun sulit, menunggunya lama sekali.";0;0;0;0;;in;1625054055096815619;1658883829841686500;1658883829841686533;"";"";makeithard10
Thu May 18 07:45:22 +0000 2023;1659102867767152600;1659102867767152641;"@tanyakanrl Klo misalnya kdrt dan suka main cewe apa di maafin aja? Maaf pure nanya ga paham soalnya knpa "ga bisa" bukan cuman "dilarang"";0;0;0;0;;in;1036165790;1658883829841686500;1658883829841686533;"";"";nukefor_alfred
Thu May 18 07:09:40 +0000 2023;1659093882322272300;1659093882322272258;"@tanyakanrl cerai oleh hakim, ya putus di hadapan negara, tapi BUKAN di hadapan agama. Solusinya gimana kalo mau nikah lagi? Nikah menurut agama lain dan sudah banyak kasusnya.\n2. Alternatif kalau ada kdrt dan pelanggaran lain yg buat muak, yaitu-&gt; PISAH RANJANG. Sekalipun harapan gereja-";0;1;0;0;;in;1625054055096815619;1658883829841686500;1658883829841686533;"";"";makeithard10
Thu May 18 07:31:57 +0000 2023;1659099490375090200;1659099490375090180;"Kek mana mau nikah calonnya ga ada hilalnya. Ditambah maraknya kasus perceraian dan KDRT apa nggak takut, lagian masih banyak loh ini penduduk kita. Belum masa resesi kek korea sama jepang pak.";0;0;0;0;;in;1586675844948185089;1659099490375090200;1659099490375090180;"";"";bekindbethelove
Thu May 18 07:15:42 +0000 2023;1659095400354050000;1659095400354050050;"@txtdrimedia kalo terjadi kasus kdrt, anak bini ga di kasih nafkah, perselingkuhan, makan/minum pulang kerumah ortu masing², pak ma'ruf mau tanggung jawab?";0;0;1;1;;in;1085914500794970113;1659031276421275600;1659031276421275648;"";"";watermel0n____
Thu May 18 07:35:16 +0000 2023;1659100322516574200;1659100322516574210;"Setelah membuat penonton The Glory geram sebagai pelaku bully, Lim Ji Yeon bertransformasi jadi ibu hamil korban KDRT di Lies Hidden in My Garden.\n\nhttps://t.co/PoqhGocR8C";0;0;0;0;;in;349358100;1659100322516574200;1659100322516574210;"";"";WinJGR
Thu May 18 07:17:54 +0000 2023;1659095953196961800;1659095953196961806;"Pas SMA, temen gue ada yg cerita orang tuanya ribut terus. Ga KDRT, ga ada yang selingkuh, tapi ribut aja terus. Sampai dia satu kali muak dan jerit 'kalian cere aja lah pusing gua dengerin kalian begini terus!'";0;1;0;0;;in;46810477;1659093806711447600;1659093806711447553;"";"";inge_august
Thu May 18 07:22:15 +0000 2023;1659097046849142800;1659097046849142787;"Knp korban kdrt, diselingkuhin, masih ga mau cerai?! \n\nMungkin salah satunya ya karena elu elu pada nih yg nganggep cere itu aib, harus heboh, memalukan hhhaa \n\nPadahal asal lu tau ya.. PERCERAIAN itu sering menyembuhkan! \nDAN tentunya bisa kawin lagi hahaha met mencoba💨";4;11;16;34;;in;2947291442;1659097046849142800;1659097046849142787;"";"";Heri_Horeh
Thu May 18 07:30:00 +0000 2023;1659098998563586000;1659098998563586049;"Setelah membuat penonton The Glory geram sebagai pelaku bully, Lim Ji Yeon bertransformasi jadi ibu hamil korban KDRT di Lies Hidden in My Garden.\n\nhttps://t.co/AygVdn7NRk";0;0;0;9;;in;69183155;1659098998563586000;1659098998563586049;"";"";detikcom
Thu May 18 07:40:42 +0000 2023;1659101689503203300;1659101689503203328;"@joenomad @tanyakanrl minimal mampu menafkahi? gak bro, yg menafkahi belum tentu lepas dari kdrt. dalam rumah tangga ga pake minimal, tapi maksimalin tanggungjawab.\n\ntolong untuk cowo² pleaae gunain akal sehatnya, buang ego, atur emosional dan jangan males.";2;0;6;193;;in;1237691048249323522;1659072573882368000;1659072573882368001;"";"";saixrc
Thu May 18 07:44:43 +0000 2023;1659102704281563100;1659102704281563136;"@gnwnyd @txtdrimedia Cerai nggak dosa kalo alasannya valid, kayak KDRT, selingkuh, nggak ngasih nafkah.";0;0;0;0;;in;1207581959339139073;1659094130620809200;1659094130620809216;"";"";TsamDji
Thu May 18 07:09:05 +0000 2023;1659093735215444000;1659093735215443969;"Di Islam ga boleh cerai tanpa alasan yg dibenarkan syariat. Krn nikah itu sumpah seorang lelaki langsung kpd Alloh SWT. Bbrp alasan yg dibenarkan syariat utk bercerai: selingkuh, KDRT, suami yg tdk menafkahi istrinya. Tp klo bertobat dan mau memaafkan maka tdk bercerai lebih baik";0;0;0;0;;in;14978889;1659093735215444000;1659093735215443969;"";"";deenalovemuse
Thu May 18 07:16:31 +0000 2023;1659095605895897000;1659095605895897088;"@txtdrimedia kalau isu nya kdrt/selingkuh, berhenti gua jadi vindes mania mantap. kalau ada hal lain, masih maklum lah.";0;1;0;4;;in;1492347082031906816;1659063310862663700;1659063310862663681;"";"";alah_gadang
Thu May 18 07:34:18 +0000 2023;1659100079813165000;1659100079813165056;"@NdrewsTjan Nyokap bokap memilih bertahan padahal sering berantem bahkan ada kdrt segala, gue memilih untuk tidak seperti mereka.. Gamau bertahan, bukan karna ga sayang anak tapi ternyata lebih sehat kaya gini daj gue selalu tanya perasaan anak gue";0;0;1;2;;in;99274331;1658772518034096000;1658772518034096128;"";"";yAzSayAsz
Thu May 18 07:19:25 +0000 2023;1659096334123643000;1659096334123642885;"@tanyakanrl banyak tetangga w yang katolik nahan2 buat ga cerai karna menurut agamanya ga boleh. padahal di kdrt.\n\nbtw nder kamu ngetik ini kalo di islam udah termasuk murtad hehe. bye bye untk semua pahala ibadah yg udah km jalani selama ini~~";0;0;0;0;;in;1350065034471243779;1658883829841686500;1658883829841686533;"";"";leyedain
Thu May 18 07:14:34 +0000 2023;1659095115191795700;1659095115191795716;"5 Fakta dari Isu Pertikaian Britney Spears &amp; Suami, Diduga Alami KDRT https://t.co/72CopW03LN";0;0;0;0;;in;1079628559;1659095115191795700;1659095115191795716;"";"";Popbela_com
Wed May 17 17:15:00 +0000 2023;1658883829841686500;1658883829841686533;"💚 liat desta cerai, sender jd mau ganti agama ke katolik aja krn g bisa cerai di katolik🥲✨";1065;1362;101;3049;;in;1331650559518990336;1658883829841686500;1658883829841686533;"";"";tanyakanrl
Thu May 18 05:47:29 +0000 2023;1659073198900809700;1659073198900809730;"@salima252lagi Gini lho ya, kalau alasannya males kerja ga bisa nafkahin, kdrt okelah kalau itu dicerein tp selama masih nafkahin lebih2, tempat tinggal nyaman pendidikan anak terjamin, masa depan udah cerah ya udahlah enak. Selama kita ngurusi ibadah orglain/pasangan ga akan bahagia hidup kita";157;109;2;10;;in;558276443;1658855845164351500;1658855845164351488;"";"";fandiadji
Thu May 18 06:39:12 +0000 2023;1659086212437532700;1659086212437532673;"@senandikaulung sepupu ku jg sama, suaminya udah selingkuh, kdrt dan ga nafkahin dia sama anaknya, ajuin mau cerai secara agama ke gereja tapi sama pastornya ditolak dan dibilang kalo diterima mah orang yang mau cerai bakal makin banyak🥹";0;0;0;0;;in;1114758430198099968;1659065363311779800;1659065363311779842;"";"";amateurslens
Thu May 18 06:11:04 +0000 2023;1659079136089108500;1659079136089108480;"@18fesss Persis sm suami gue, tp ternyata di dunia kerja dia lebih beruntung dan pekerja keras\nSebenernya saling melengkapi aja sih\nKlo dya tanggung jawab pekerja keras\nNo kdrt dan no selingkuy, ok aja\nOran kan ada lebih ada kurang\nSender jg ga lebih mulu kan? Pst ada kurangnya";0;0;0;0;;in;472074838;1659058379044823000;1659058379044823041;"";"";tysperm
Thu May 18 05:58:34 +0000 2023;1659075988750491600;1659075988750491649;"https://t.co/gNSDhWQYhw\n\n*Beberapa waktu lalu, satu keluarga di Lontar, Sambikerep Surabaya Pemkot Surabaya menjadi korban dugaan KDRT (Kekerasan Dalam Rumah Tangga) yang dilakukan oleh ayah tiri, hingga hari ini masih menjalani perawatan intensif.*";0;0;0;1;;in;1635647657212538887;1659075988750491600;1659075988750491649;"";"";JroRayYusha
Thu May 18 06:10:33 +0000 2023;1659079006153744400;1659079006153744384;"@tanyakanrl uang buat rokok ada, uang buat susu gaada. mana banyak yg oot nyalahin istrinya. kalau istrinya begitu brarti gak sekali dua kali suaminya kdrt, bisa jadi dia video buat bukti kdrt";1;9;43;475;;in;1509101689973854211;1659072573882368000;1659072573882368001;"";"";ssweettmimosaa
Thu May 18 05:55:18 +0000 2023;1659075165811253200;1659075165811253249;"Padahal nggak ada salahnya lu cerai drpd mertahanin rumah tangga gasehat, kdrt, dll🤥";0;0;0;0;;in;1653761791363796999;1659075165811253200;1659075165811253249;"";"";beritjik
Thu May 18 05:51:40 +0000 2023;1659074252132479000;1659074252132478976;"Usai Jadi Tukang Bully, Lim Ji Yeon Pindah Jalur Jadi Seorang Korban KDRT Dalam Filmnya Mendatang\n#LimJiYeon\n\nhttps://t.co/NFXxvEaJRF";0;0;0;2;;in;972179486;1659074252132479000;1659074252132478976;"";"";KpopChartNet
Thu May 18 06:32:31 +0000 2023;1659084534032261000;1659084534032261121;"INI NAMANYA KDRT!!!";1;0;0;0;;in;1404081313989029899;1659084534032261000;1659084534032261121;"";"";hi_osseulgi
Thu May 18 06:28:54 +0000 2023;1659083620462493700;1659083620462493701;"@tanyakanrl Kalo sdh ditangani Polisi, syukur...segera vonis pidananya, krn KDRT...biar laki-laki tdk berbuat semena-mena kpd anggota keluarganya stlh berumah tangga";0;0;0;0;;in;1425691802196004866;1659072573882368000;1659072573882368001;"";"";miho_go62
Thu May 18 06:12:02 +0000 2023;1659079376510627800;1659079376510627840;"@tanyarlfes Jangan selingkuh, jangan kdrt. Pokoknya jangan";0;0;0;0;;in;1422706920196956160;1658973169586438100;1658973169586438145;"";"";papadanbayi
Thu May 18 06:03:01 +0000 2023;1659077107241341000;1659077107241340928;"@NdrewsTjan Klo sudah ada perselingkuhan,KDRT atau tindakan yg melenceng ya buat apa dipertahankan,, anak juga gk mau liat ibu/ayah nya disakitin gitu..";0;0;0;0;;in;997166923;1658772518034096000;1658772518034096128;"";"";agung_e_f
Thu May 18 06:17:48 +0000 2023;1659080830751236000;1659080830751236098;"Empuk sofanyaa ehehehehehe https://t.co/tpvdlM4AkI";1;0;0;0;;in;1340638334532513793;1659080830751236000;1659080830751236098;"https://pbs.twimg.com/media/FwY9OQ2acAAv1Ln.jpg";"photo";iaseulgi
Wed May 17 04:09:38 +0000 2023;1658686185458536400;1658686185458536449;"1. Penemuan surat dirumah mahira yang ditemukan oleh saksi (R). Isi dari surat yang dibacakan oleh Ayah angkat dlm keadaan gelap berisi “Mahira hidup kelaparan tdk \nmemiliki makanan dan berniat bunuh diri”. Nyatanya, ditemukan beras dan beberapa makanan minuman di dapur Mahira.";28;1;77;1566;;in;1658403024761667584;1658675454692425700;1658675454692425728;"";"";captguid
Thu May 18 06:45:54 +0000 2023;1659087901706055700;1659087901706055681;"masalah kaya gini udh common banget, ga dimana-mana. dan seolah2 kayak hal yg lumrah, mana kalau gak diputus bakal jd lingkaran setan disitu2 aja. menikah-masalah finansial-kdrt. menikah yang harusnya adem ayem karena jadi ibadah terpanjang seumur hidup malah rasanya kayak neraka";0;1;0;0;;in;1120115334722121728;1659086305354039300;1659086305354039296;"";"";_echanieee
Thu May 18 06:01:52 +0000 2023;1659076818253787100;1659076818253787136;"@tanyakanrl Masa si nder temen gua katolik, kalo mau cere mah cere aja orang banyak konflik di rumah tangga kdrt ga di nafkahin dll masa harus bertahan yg kayak gtu freak";0;0;0;0;;in;786775314391113729;1658883829841686500;1658883829841686533;"";"";nhsptri25
Thu May 18 05:44:30 +0000 2023;1659072450221707300;1659072450221707264;"@tanyarlfes Ada crita, temennya kakak aku, dpt KDRT dr suaminya, padahal alim menurut dia. Ya begitulah, cukuplah gantungkan semua harapan sama Allah";0;0;0;0;;in;1083056599;1658973169586438100;1658973169586438145;"";"";peidisini
Thu May 18 05:45:27 +0000 2023;1659072689800372200;1659072689800372226;"Ayah angkat almarhum dulu juga suka kdrt almarhumah sama alm  ibunya kan.. I hope she will rest in peace🥀 and the justice will be reveal";0;0;0;8;;in;1041485829770625024;1659072689800372200;1659072689800372226;"";"";blckfoxes
Thu May 18 06:40:49 +0000 2023;1659086622435033000;1659086622435033136;"@tanyarlfes Sefrekuensi..entah itu dlm hobi,mindset atau pun lain nya.\n8.cri pasngan yg bisa jd pelndung kita..baik dri org lain ataupun dri kluarga pasangan.(ga papa pnya mrtua atau ipar jhat,yg pntng pasngan kta bisa jd pelndung kita)9.dlm prnikhan appun dimaafkn kcuali selingkuh dan kdrt.";0;0;0;0;;in;1385308579830263810;1658973169586438100;1658973169586438145;"";"";dhewantilia
Wed May 17 18:53:46 +0000 2023;1658908688177037300;1658908688177037312;"@tanyakanrl plot twist: pasangan di masa depan kdrt dan suka selingkuh. terus kamu pengen cerai tapi nggak bisa.";15;17;47;3088;;in;1044805008;1658883829841686500;1658883829841686533;"";"";himawanlim
Wed May 17 17:15:00 +0000 2023;1658883829841686500;1658883829841686533;"💚 liat desta cerai, sender jd mau ganti agama ke katolik aja krn g bisa cerai di katolik🥲✨";1065;1362;101;3049;;in;1331650559518990336;1658883829841686500;1658883829841686533;"";"";tanyakanrl
Thu May 18 04:55:24 +0000 2023;1659060091684016000;1659060091684016131;"@tanyarlfes Gak bisa ngasih saran. Cuma mau ngeluarin unek2. Jadi makin takut nikah. Ada yg cerai krn selingkuh, ada yg KDRT, ada yg sadis krn hal sepele...huhu";0;0;0;0;;in;1165803056610467840;1658973169586438100;1658973169586438145;"";"";thumb_typing
Thu May 18 04:57:12 +0000 2023;1659060544043892700;1659060544043892737;"cecel hobinya kdrt nieh https://t.co/2ujTq05j6A";1;1;1;1;;in;1491411030731538439;1659060544043892700;1659060544043892737;"https://pbs.twimg.com/ext_tw_video_thumb/1659060478663065601/pu/img/wyrrTbpTp9dp4BSR.jpg";"photo";legosaturn
Thu May 18 05:15:07 +0000 2023;1659065053575012400;1659065053575012353;"@tanyakanrl lu kira enak jd katolik, misal kena kdrt atau selingkuh kalo ngurus cerai susah.";0;0;0;0;;in;1300440573631840257;1658883829841686500;1658883829841686533;"";"";SIMJAY00N
Thu May 18 05:07:28 +0000 2023;1659063127454150700;1659063127454150656;"Wkwkwk nganan kepentok brondong kpop, ngiri nabrak cowo fiksi, noleh belakang cowo² stuck ditempat, liat depan berita perceraian, perselingkuhan, KDRT, dll. So, what i must doing?";0;0;0;0;;in;869044724;1659063127454150700;1659063127454150656;"";"";DdoddoNuna_
Thu May 18 04:28:13 +0000 2023;1659053250493161500;1659053250493161472;"Sama menikah itu selalu Libatin Allah. \nGK usah mengharapkan apa2 sama pasangan.\nSelagi pasangan masih Mmnuhi kewajiban dan gak KDRT";0;0;0;0;;in;1151388008781733888;1659053250493161500;1659053250493161472;"";"";XHyunBaim
Thu May 18 05:40:31 +0000 2023;1659071445174034400;1659071445174034434;"Susah cerai trus dpt suami kdrt, selamat menikmati";0;0;0;1;;in;985873275325636610;1659071445174034400;1659071445174034434;"";"";nosanitysane
Thu May 18 05:28:29 +0000 2023;1659068419533308000;1659068419533307906;"@tanyakanrl gak bisa cerai tapi bisa selingkuh, dan suka KDRT. hidup sampai mati sama orang yang gak udah gak sejalan, dibenci atau kasar sama kita. awkwkwwk";0;0;0;0;;in;1159096344667021312;1658883829841686500;1658883829841686533;"";"";si8wmmmm
Thu May 18 05:03:52 +0000 2023;1659062222411419600;1659062222411419649;"@tanyakanrl Perceraian itu trjadi psti ada konflik ny, kalo gd konflik ngapain org cerai?? Ini bukan permasalahan agamanya tp orang ny, eg. lu msuk katol*k eh trnyta lu dpet suami yg g bner, suka mabuk, poligami, kdrt, dll, tp g bisa cerai🤣 mmpua bgt";0;0;0;0;;in;1397148738515206146;1658883829841686500;1658883829841686533;"";"";inikengg
Thu May 18 05:32:35 +0000 2023;1659069449260142600;1659069449260142592;"Aneh. Cerai tuh gak selalu jelek. Ada banyak permasalahan yang memang solusinya ya pisah. Misal selingkuh atau kdrt atau ga mau nafkahin, kalo udah gitu tentu mendingan pisah.";0;1;0;0;;in;1348100800887734274;1659069449260142600;1659069449260142592;"";"";dearesthal
Thu May 18 05:34:52 +0000 2023;1659070023649071000;1659070023649071104;"tmn gw yg kdrt sm suaminy gw yg ikut pusing, tp klo gw galau dia ikut galau☺️🙏🏻";0;1;0;7;;in;1009803647767609344;1659070023649071000;1659070023649071104;"";"";ccheyy_
Thu May 18 05:32:54 +0000 2023;1659069531191656400;1659069531191656448;"Bukan permasalahan ganti agama atau apapun, hanya saja saya sebagai Katolik harus meluruskan hal ini.\n\nBenar bahwa di Katolik tidak boleh bercerai, tapi jika ada terjadi kasus-kasus tertentu (cth: KDRT), umat diperbolehkan untuk mengajukan ke pihak gereja untuk diadakan";0;2;0;3;;in;1548226822449422338;1659069531191656400;1659069531191656448;"";"";r1sexiaxia
Thu May 18 05:00:00 +0000 2023;1659061251845111800;1659061251845111809;"Jamilah Granza, perempuan asal Bogor, Indonesia, memelopori pembangunan rumah singgah di Amerika Serikat (AS) bagi perempuan imigran yang mengalami Kekerasan Dalam Rumah Tangga (KDRT). https://t.co/YkEKcswgOG";0;0;0;2;;in;281569877;1659061251845111800;1659061251845111809;"https://pbs.twimg.com/media/FwUknjQaMAE6bLO.jpg";"photo";daaitvindonesia
Thu May 18 04:32:56 +0000 2023;1659054437627994000;1659054437627994113;"@schemzing @tanyakanrl ampun kdrt";0;0;0;0;;in;2994167029;1658092383656095700;1658092383656095744;"";"";mevawin
Thu May 18 05:23:33 +0000 2023;1659067175519539200;1659067175519539200;"Kadang2 klo lihat berita perselingkuhan,kdrt dll jadi aku yg trauma ,🥹 kek lebih baik hidup sendiri";0;0;0;0;;in;1619313979658244097;1659067175519539200;1659067175519539200;"";"";0x_chanie
Wed May 17 23:10:00 +0000 2023;1658973169586438100;1658973169586438145;"💚 ayo guys culture shock apa yg kalian temui di pernikahan biar kita yg blm menikah bisa memahami dan mematangkan diri dari segi aspek manapun untuk nikah nanti. https://t.co/yEdc79vjj1";1248;2842;4420;29222;;in;1371650588;1658973169586438100;1658973169586438145;"https://pbs.twimg.com/media/FwXaL7AaYAAyvMK.jpg";"photo";tanyarlfes
Thu May 18 05:42:10 +0000 2023;1659071860104114200;1659071860104114176;"@ScientistMilo KDRT BJIR.";0;1;0;0;;in;1072508769395867648;1658802081044795400;1658802081044795392;"";"";ScientistSenka
Thu May 18 05:39:37 +0000 2023;1659071220124627000;1659071220124626944;"@idondon11 @hyuckie_hara @tanyakanrl Sy sudah pernah melihat kejadian serupa (teman) di gereja (kasus kdrt), akhirnya gereja mendispensasi untuk berpisah tempat tinggal demi keamanan pasangan dan anak.";0;1;0;0;;in;1548226822449422338;1658883829841686500;1658883829841686533;"";"";r1sexiaxia
Thu May 18 04:21:26 +0000 2023;1659051544766214100;1659051544766214145;"Babinsa Kelurahan Kricak Koramil 02/Tegalrejo Kodim 0734/Kota Yogyakarta Koptu Ridwan menghadiri Kegiatan Sosialisasi Pendampingan Anak oleh orang tua korban KDRT bersama tim dari dinas Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk dan Keluarga Berencana (P3AP2KB https://t.co/g7ZGawEV4g";0;0;0;0;;in;1501856312342478848;1659051544766214100;1659051544766214145;"https://pbs.twimg.com/media/FwYilmraUAEPt-G.jpg";"photo";KGondomanan
Thu May 18 05:22:58 +0000 2023;1659067027850666000;1659067027850665985;"@convomf Pasal penganiayaan. Kalo mau lapor harus visum. Ibunya aneh dah, kalo udah jelas kdrt dari awal nikah kenapa mesti bertahan dibalik "UDAH KEADAANNYA GIMANA LAGI" mana gak kerja lagi bapaknya.";0;0;0;0;;in;1336599909537968128;1659065075205021700;1659065075205021696;"";"";crotchsicker
Thu May 18 05:41:12 +0000 2023;1659071619149742000;1659071619149742081;"@tanyakanrl miskin. kdrt. cerai.";0;0;0;0;;in;2152066790;1658740401346613200;1658740401346613248;"";"";hazelnadcoklat
Wed May 17 13:56:31 +0000 2023;1658833882882375700;1658833882882375684;"@NdrewsTjan Blm pernah ngerasain yah tiap hari ngliat orang tua berantem, ngliat ibu dimaki2 sma bapak tp gabisa apa2. Soalnya banyak orng kyk masnya yg mikir "klo bisa jangan cere, kasian anaknya" \nNo affair ato kdrt. Tp tiap hari liat ibu nangis, pengen sumpel mulut orng kyk masnya :)";1;5;1;49;;in;1581023846530179072;1658772518034096000;1658772518034096128;"";"";iwanbule_kocak
Thu May 18 04:26:30 +0000 2023;1659052819444564000;1659052819444563969;"@iwanbule_kocak Kdrt termasuk verbal abuse gpp pisah😊. Tapi balik lagi. Ini pov lu sebagai anak yg kecewa dan gw memahami. Anak itu selalu jadi korban atas tingkah laku yg dilakukan ortunya. \n\nDan kalau ditanya pov dri sisi anak. Gw yakin lu maunya bapak lu berubah jadi baik kan ?";2;6;0;3;;in;1176673445263765504;1658772518034096000;1658772518034096128;"";"";NdrewsTjan
Fri May 19 21:19:03 +0000 2023;1659670022187520000;1659670022187520000;"Diduga Ada Kekerasan Seksual Sebelum Anak Pj Gubernur Papua Pegunungan Tewas #PjGubernurPapuaPegunungan https://t.co/h21iiq4rpT";0;0;0;0;;in;79130206;1659670022187520000;1659670022187520000;"";"";jpnncom
Fri May 19 17:10:36 +0000 2023;1659607501145514000;1659607501145513984;"Anak Pj Gubernur Papua Pegunungan Diduga Alami Kekerasan Seksual https://t.co/t9anCh28zy";0;0;0;0;;in;155169715;1659607501145514000;1659607501145513984;"";"";soloposdotcom
Fri May 19 21:58:24 +0000 2023;1659679926403100700;1659679926403100672;"+ ngajarin anak pelan2 ttg pendidikan seksual !!! That's so important buat masa depan mereka, biar gajadi korban atau pelaku kekerasan ,dll";0;0;0;0;;in;1287974899210838016;1659679926403100700;1659679926403100672;"";"";happyxgurll
Fri May 19 14:26:19 +0000 2023;1659566155944849400;1659566155944849408;"Setuju. Kasian korban kekerasan seksual yg sudah trauma diperlakukan seperti itu tapi harus ditambah hamil, melahirkan, dan merawat anak yg sebetulnya ga mereka inginkan dan yg bisa terus mengingatkan mereka akan trauma yg ga bisa hilang. Apalagi jika korbannya masih usia belia";0;0;0;0;;in;1014704770706100225;1659566155944849400;1659566155944849408;"";"";kitcrab
Fri May 19 18:01:36 +0000 2023;1659620332750397400;1659620332750397440;"Putri Pj Gubernur Papua Pegunungan Meninggal di Kamar Kos di Semarang, Polisi Duga Ada Kekerasan Seksual https://t.co/ixAhi8jVlD";0;0;1;3;;in;55507370;1659620332750397400;1659620332750397440;"";"";tvOneNews
Fri May 19 23:29:57 +0000 2023;1659702964381163500;1659702964381163521;"@pes00gihan @ridwanibnuhasan @projectm_org Kalau indikasi kekerasan seksual sampai gangguan jiwa atau kondisi ibu atau janin yg bermasalah jujur aku sepakat, nah yg buat2 sembarang ini aku g setuju, lebih baik buat semacam sistem bagi pasangan yg bersedia merawat janin tsb setelah lahir. Negara harus berperan di sini.";0;0;0;1;;in;711236472301592576;1659535559029842000;1659535559029841924;"";"";0jenry1
Fri May 19 14:55:29 +0000 2023;1659573496459165700;1659573496459165697;"@ciacengeric @mazzini_gsp Up lah.\nKekerasan seksual paling parah sepanjang masa di negara ini.\nGen Z taunya pelecehan seksual itu hanya di KRL dan Transportasi Umum.\nMereka gk tau biadabnya org2 brengsek yg sampai skrg kita gktau siapa dalangnya.";0;0;0;1;;in;114401910;1659533952661729300;1659533952661729280;"";"";SaulGoodManIndo
Fri May 19 17:38:36 +0000 2023;1659614547504951300;1659614547504951298;"Salus Populi suprema lex to keselamatan rakyat adalah hukum yang tertinggi, DPRD kota Bekasi di nilai mengilegalkan kasus kekerasan seksual.karena tidak mampu mengsahkan tiga Raperda yang pro terhadap perempuan dan anak. https://t.co/s2AJEoa7NC";0;0;0;0;;in;1657092899841126400;1659614547504951300;1659614547504951298;"https://pbs.twimg.com/media/FwgiopxakAAbJXI.jpg";"photo";arjuna161833716
Fri May 19 02:30:51 +0000 2023;1659386104175546400;1659386104175546369;"Dokter gigi KAW ditangkap atas pasal berlapis dengan hukuman maksimal 10 tahun dan denda maksimal 10 miliar rupiah\n\nSementara itu, Women’s Crisis Center (WCC) Jombang menyayangkan tidak adanya praktik aborsi aman yang bisa diakses oleh korban kekerasan seksual https://t.co/Grr4vXPGlQ";10;1;46;316;;in;1632670728503058439;1659385614847058000;1659385614847057921;"https://pbs.twimg.com/media/FwdS1hEaMAEe8lp.png";"photo";TMIHARINI
Fri May 19 14:27:21 +0000 2023;1659566414141988900;1659566414141988864;"15. Kekerasan seksual saat itu terjadi di rumah, di jalanan dan di tempat usaha. Sebagian besar perkosaan dilakukan dengan cara gang rape, yaitu korban diperkosa sejumlah orang secara bergantian. Korbannya dari lintas kelas sosial tapi mayoritas korban ialah etnis Tionghoa.";0;1;9;43;;in;1226038913707282433;1659533952661729300;1659533952661729280;"";"";mazzini_gsp
Fri May 19 18:38:11 +0000 2023;1659629540262686700;1659629540262686722;"22. TGPF Mei 1998 menemukan ada 152 orang korban kekerasan seksual dan pemerkosaan di Jakarta. Tabel di bawah ini bukan jumlah keseluruhan korban hanya wilayah Jakarta dengan pengumpulkan data sejak 13 Mei sampai  3 Juli 1998. https://t.co/CCe6Y0o9XU";0;1;8;46;;in;1226038913707282433;1659533952661729300;1659533952661729280;"https://pbs.twimg.com/media/FwgwRX-aUAALvHj.jpg";"photo";mazzini_gsp
Fri May 19 16:05:55 +0000 2023;1659591221067800600;1659591221067800577;"Alami Kekerasan Seksual di Jatim, Langsung Hubungi Nomor Hotline Ini https://t.co/OHhwTHkbam";0;0;0;0;;in;1478265540330147840;1659591221067800600;1659591221067800577;"";"";detik_jatim
Fri May 19 14:36:33 +0000 2023;1659568731641778200;1659568731641778177;"@KnewRepa Males ngomong sama orang yang solusinya cuma bunuh-bunuh-bunuh, perkosaan dan kekerasan seksual itu bukan cuma perkara orang nafsu terus maksa orang utk berhubungan badan, pencegahannya jg bukan dengan nyuruh perempuan pakai baju tertutup.";0;1;0;1;;in;912976516459397120;1659556349976662000;1659556349976662016;"";"";menghanyurkan
Fri May 19 16:50:29 +0000 2023;1659602437177757700;1659602437177757696;"Putri Pj Gubernur Papua Pegunungan Tewas Diduga Mati Lemas dan Alami Kekerasan Seksual https://t.co/84hLSwyu80";0;1;0;1;;in;154102750;1659602437177757700;1659602437177757696;"";"";Beritasatu
Fri May 19 16:32:46 +0000 2023;1659597978221559800;1659597978221559808;"@TMIHARINI Lebih gila liat komennya si, masa dianggap hero 😭 Setau aku diperbolehkan kok aborsi kalo karena korban kekerasan seksual/pemerkosaan.";0;4;0;5;;in;1230301522379988992;1659385614847058000;1659385614847057921;"";"";nayunjajangman
Fri May 19 14:23:29 +0000 2023;1659565442963505200;1659565442963505153;"@ruhutsitompul Dengan tidak memilih GP berarti anda telah menyelamatkan generasi muda dan bangsa Indonesia terbebas dr Pelecehan/kekerasan Seksual dan jg LGBT...";0;1;0;0;;in;820916849650995200;1656779627388633000;1656779627388633088;"";"";Bayouiraone1
Fri May 19 17:32:30 +0000 2023;1659613010166702000;1659613010166702080;"21. Kekerasan seksual saat Mei 1998 menurut verifikasi TGPF terhadap data yang terkumpul di Jakarta, Medan, Surabaya, Solo, Palembang didapati bentuk kekerasan seksual berbeda:\n1. Pemerkosaan\n2. Pemerkosaan dengan penganiayaan\n3. Penyerangan/penganiayaan secara seksual \n4.…";0;1;6;36;;in;1226038913707282433;1659533952661729300;1659533952661729280;"";"";mazzini_gsp
